9.16;0.0125
10.78;0.025
10.824;0.0375
11.03;0.05
11.078;0.0625
11.253;0.075
12.19;0.0875
12.248;0.1
12.423;0.1125
12.798;0.125
12.896;0.1375
13.007;0.15
13.023;0.1625
13.024;0.175
13.083;0.1875
13.199;0.2
13.281;0.2125
13.306;0.225
13.318;0.2375
13.348;0.25
13.551;0.2625
13.558;0.275
13.664;0.2875
13.773;0.3
13.803;0.3125
13.856;0.325
13.889;0.3375
13.903;0.35
14.173;0.3625
14.319;0.375
14.431;0.3875
15.063;0.4
15.284;0.4125
15.553;0.425
15.63;0.4375
15.933;0.45
16.025;0.4625
16.209;0.475
16.413;0.4875
33.339;0.5
77.177;0.5125
78.675;0.525
81.486;0.5375
83.221;0.55
150.995;0.5625
151.419;0.575
153.047;0.5875
164.039;0.6
223.429;0.6125
226.779;0.625
229.71;0.6375
236.348;0.65
242.143;0.6625
243.874;0.675
253.39;0.6875
253.843;0.7
257.113;0.7125
261.323;0.725
261.85;0.7375
262.76;0.75
302.975;0.7625
307.482;0.775
309.704;0.7875
317.785;0.8
319.746;0.8125
323.656;0.825
326.99;0.8375
328.053;0.85
333.597;0.8625
333.978;0.875
336.364;0.8875
348.017;0.9
380.504;0.9125
380.991;0.925
391.522;0.9375
395.24;0.95
504.757;0.9625
507.393;0.975
516.461;0.9875
524.861;1.0
