7.349;0.00781
7.572;0.01562
7.806;0.02343
7.917;0.03124
8.205;0.03905
8.406;0.04686
8.741;0.05467
9.086;0.06248
9.276;0.07029
9.362;0.0781
9.624;0.08591
9.637;0.09372
9.718;0.10153
10.332;0.10934
10.679;0.11715
11.154;0.12496
20.361;0.13277
20.617;0.14058
20.781;0.14839
21.477;0.1562
21.711;0.16401
21.717;0.17182
22.164;0.17963
22.247;0.18744
22.397;0.19525
22.538;0.20306
22.597;0.21087
22.636;0.21868
22.931;0.22649
22.941;0.2343
23.058;0.24211
23.712;0.24992
23.96;0.25773
24.027;0.26554
24.058;0.27335
24.207;0.28116
24.314;0.28897
24.323;0.29678
24.334;0.30459
24.448;0.3124
24.627;0.32021
24.728;0.32802
24.911;0.33583
25.09;0.34364
25.244;0.35145
25.262;0.35926
25.318;0.36707
25.362;0.37488
25.441;0.38269
25.453;0.3905
25.624;0.39831
25.743;0.40612
25.828;0.41393
25.89;0.42174
25.912;0.42955
26.281;0.43736
26.354;0.44517
26.511;0.45298
27.151;0.46861
27.302;0.47642
27.308;0.48423
27.59;0.49204
27.61;0.49985
27.712;0.50766
27.723;0.51547
28.09;0.52328
28.129;0.53109
28.407;0.5389
28.622;0.54671
28.689;0.55452
28.785;0.56233
28.833;0.57014
29.03;0.57795
29.292;0.58576
29.331;0.59357
29.581;0.60138
29.582;0.60919
29.588;0.617
29.687;0.62481
29.712;0.63262
30.113;0.64043
30.211;0.64824
30.39;0.65605
30.434;0.66386
30.588;0.67167
30.667;0.67948
31.104;0.68729
31.187;0.6951
31.814;0.70291
31.959;0.71072
31.989;0.71853
32.203;0.72634
32.757;0.73415
32.956;0.74196
32.981;0.74977
34.148;0.75758
34.367;0.76539
34.704;0.7732
34.736;0.78101
34.809;0.78882
35.207;0.79663
35.239;0.80444
35.443;0.81225
35.822;0.82006
35.881;0.82787
36.505;0.83568
36.853;0.84349
36.904;0.8513
36.94;0.85911
37.419;0.86692
38.36;0.87473
38.439;0.88254
38.66;0.89035
41.292;0.89816
41.68;0.90597
42.153;0.91378
42.208;0.92159
42.362;0.9294
43.515;0.93721
44.033;0.94502
46.066;0.95283
46.624;0.96064
48.187;0.96845
50.969;0.97626
51.462;0.98407
56.377;0.99188
59.699;0.99969
