22.931;0
28.129;0
27.723;0
25.09;0
24.314;0
29.712;0
26.281;0
30.39;0
28.622;0
38.439;0
31.814;0
27.59;0
30.434;0
29.582;0
26.354;0
22.397;0
27.302;0
23.058;0
23.712;0
22.247;0
22.538;0
51.462;0
50.969;0
44.033;0
46.624;0
56.377;0
59.699;0
48.187;0
32.757;0
29.687;0
29.292;0
37.419;0
27.151;0
24.911;0
34.809;0
34.148;0
36.505;0
41.68;0
32.981;0
28.785;0
29.331;0
32.203;0
35.443;0
42.208;0
35.822;0
38.36;0
35.239;0
42.362;0
36.853;0
20.361;0
27.308;0
20.617;0
21.711;0
22.164;0
22.597;0
21.477;0
31.959;0
38.66;0
35.207;0
34.736;0
36.904;0
31.104;0
36.94;0
31.989;0
28.407;0
24.448;0
30.113;0
28.689;0
28.833;0
24.728;0
25.318;0
24.627;0
25.624;0
28.09;0
22.941;0
24.027;0
29.03;0
35.881;0
32.956;0
42.153;0
43.515;0
34.367;0
46.066;0
41.292;0
26.511;0
25.362;0
25.441;0
25.828;0
30.667;0
24.323;0
25.453;0
34.704;0
29.588;0
29.581;0
30.211;0
31.187;0
27.61;0
30.588;0
25.912;0
22.636;0
20.781;0
27.712;0
21.717;0
24.058;0
24.334;0
23.96;0
25.244;0
25.89;0
27.151;0
25.743;0
24.207;0
25.262;0
